1_ortho,2_phon,3_lemme,4_cgram,5_genre,6_nombre,9_freqfilms2,10_freqlivres,24_nbsyll
décochent,dekOS,décocher,VER,,,0.0,0.07,2
décocher,dekoSe,décocher,VER,,,0.06,0.54,3
décochera,dekOS°Ra,décocher,VER,,,0.02,0.0,4
décocheuses,dekoS2z,décocheur,NOM,f,p,0.0,0.07,3
décochez,dekoSe,décocher,VER,,,0.03,0.0,3
décoché,dekoSe,décocher,VER,m,s,0.06,0.27,3
décochée,dekoSe,décocher,VER,f,s,0.01,0.14,3
décochées,dekoSe,décocher,VER,f,p,0.01,0.07,3
décoconne,dekokOn,décoconner,VER,,,0.0,0.07,3
décoconnerai,dekokOn°RE,décoconner,VER,,,0.0,0.07,5
décoction,dekOksj§,décoction,NOM,f,s,0.81,0.81,3
décoctions,dekOksj§,décoction,NOM,f,p,0.02,0.27,3
décodage,dekodaZ,décodage,NOM,m,s,0.19,0.0,3
décodages,dekodaZ,décodage,NOM,m,p,0.0,0.14,3
décodait,dekodE,décoder,VER,,,0.0,0.14,3
décodant,dekod@,décoder,VER,,,0.01,0.0,3
décode,dekOd,décoder,VER,,,0.38,0.0,2
décodent,dekOd,décoder,VER,,,0.02,0.0,2
décoder,dekode,décoder,VER,,,1.59,0.34,3
décoderai,dekOd°RE,décoder,VER,,,0.12,0.0,4
décodeur,dekod9R,décodeur,NOM,m,s,0.35,0.07,3
décodeurs,dekod9R,décodeur,NOM,m,p,0.02,0.0,3
décodeuse,dekOd2z,décodeur,NOM,f,s,0.01,0.0,3
décodez,dekode,décoder,VER,,,0.06,0.0,3
décodons,dekod§,décoder,VER,,,0.02,0.0,3
décodé,dekode,décoder,VER,m,s,0.71,0.07,3
décodée,dekode,décoder,VER,f,s,0.04,0.0,3
décodées,dekode,décoder,VER,f,p,0.04,0.0,3
décodés,dekode,décoder,VER,m,p,0.04,0.0,3
décoffrage,dekOfRaZ,décoffrage,NOM,m,s,0.02,0.0,3
décoffrés,dekofRe,décoffrer,VER,m,p,0.0,0.07,3
décoiffa,dekwafa,décoiffer,VER,,,0.0,0.07,3
décoiffait,dekwafE,décoiffer,VER,,,0.01,0.07,3
décoiffe,dekwaf,décoiffer,VER,,,0.29,0.14,2
décoiffer,dekwafe,décoiffer,VER,,,0.2,0.2,3
décoiffera,dekwaf°Ra,décoiffer,VER,,,0.03,0.0,4
décoifferais,dekwaf°RE,décoiffer,VER,,,0.0,0.07,4
décoifferait,dekwaf°RE,décoiffer,VER,,,0.0,0.07,4
décoiffes,dekwaf,décoiffer,VER,,,0.12,0.07,2
décoiffez,dekwafe,décoiffer,VER,,,0.12,0.0,3
décoiffé,dekwafe,décoiffer,VER,m,s,0.25,0.74,3
décoiffée,dekwafe,décoiffer,VER,f,s,0.3,1.49,3
décoiffées,dekwafe,décoiffer,VER,f,p,0.0,0.14,3
décoiffés,dekwafe,décoiffer,VER,m,p,0.04,0.14,3
décoince,dekw5s,décoincer,VER,,,0.16,0.0,2
décoincer,dekw5se,décoincer,VER,,,0.61,0.2,3
décoincera,dekw5s°Ra,décoincer,VER,,,0.01,0.0,4
décoincerait,dekw5s°RE,décoincer,VER,,,0.01,0.0,4
décoinces,dekw5s,décoincer,VER,,,0.02,0.0,2
décoincez,dekw5se,décoincer,VER,,,0.03,0.0,3
décoincé,dekw5se,décoincer,VER,m,s,0.06,0.0,3
décoinça,dekw5sa,décoincer,VER,,,0.0,0.07,3
décoinçage,dekw5saZ,décoinçage,NOM,m,s,0.01,0.0,3
décoinçant,dekw5s@,décoincer,VER,,,0.02,0.0,3
décolla,dekola,décoller,VER,,,0.0,1.35,3
décollage,dekolaZ,décollage,NOM,m,s,7.14,1.15,3
décollages,dekolaZ,décollage,NOM,m,p,0.09,0.0,3
décollai,dekolE,décoller,VER,,,0.0,0.07,3
décollaient,dekolE,décoller,VER,,,0.02,0.88,3
décollais,dekolE,décoller,VER,,,0.03,0.27,3
décollait,dekolE,décoller,VER,,,0.26,1.22,3
décollant,dekol@,décoller,VER,,,0.07,1.15,3
décollassions,dekolasj§,décoller,VER,,,0.1,0.0,4
décollation,dekolasj§,décollation,NOM,f,s,0.01,0.07,4
décolle,dekOl,décoller,VER,,,5.89,3.11,2
décollement,dekOl°m@,décollement,NOM,m,s,0.26,0.07,4
décollements,dekOl°m@,décollement,NOM,m,p,0.01,0.0,4
décollent,dekOl,décoller,VER,,,0.75,0.27,2
décoller,dekole,décoller,VER,,,8.11,5.68,3
décollera,dekOl°Ra,décoller,VER,,,0.77,0.0,4
décollerai,dekOl°RE,décoller,VER,,,0.16,0.0,4
décollerait,dekOl°RE,décoller,VER,,,0.14,0.07,4
décolleras,dekOl°Ra,décoller,VER,,,0.01,0.0,4
décollerons,dekOl°R§,décoller,VER,,,0.08,0.0,4
décolleront,dekOl°R§,décoller,VER,,,0.19,0.0,4
décolles,dekOl,décoller,VER,,,0.12,0.07,2
décolleter,dekOl°te,décolleter,VER,,,0.01,0.07,4
décolleté,dekOl°te,décolleter,VER,m,s,0.01,0.14,4
décolleté,dekOl°te,décolleté,ADJ,m,s,0.21,0.41,4
décolleté,dekOl°te,décolleté,NOM,m,s,1.52,3.31,4
décolletée,dekOl°te,décolleter,VER,f,s,0.13,0.68,4
décolletée,dekOl°te,décolleté,ADJ,f,s,0.26,1.28,4
décolletées,dekOl°te,décolleter,VER,f,p,0.01,0.07,4
décolletées,dekOl°te,décolleté,ADJ,f,p,0.01,0.54,4
décolletés,dekOl°te,décolleté,ADJ,m,p,0.01,0.14,4
décolletés,dekOl°te,décolleté,NOM,m,p,0.25,0.61,4
décollez,dekole,décoller,VER,,,0.6,0.07,3
décollons,dekol§,décoller,VER,,,0.56,0.0,3
décollèrent,dekolER,décoller,VER,,,0.0,0.14,3
décollé,dekole,décoller,VER,m,s,3.02,1.89,3
décollée,dekole,décoller,VER,f,s,0.21,1.01,3
décollées,dekole,décoller,VER,f,p,0.06,1.89,3
décollés,dekole,décoller,VER,m,p,0.01,0.61,3
décolonisation,dekolonizasj§,décolonisation,NOM,f,s,0.0,0.41,6
décolonise,dekoloniz,décoloniser,VER,,,0.0,0.07,4
décolora,dekoloRa,décolorer,VER,,,0.0,0.2,4
décoloraient,dekoloRE,décolorer,VER,,,0.0,0.27,4
décolorait,dekoloRE,décolorer,VER,,,0.01,0.68,4
décolorant,dekoloR@,décolorant,ADJ,m,s,0.01,0.07,4
décolorant,dekoloR@,décolorant,NOM,m,s,0.02,0.0,4
décolorant,dekoloR@,décolorer,VER,,,0.03,0.0,4
décoloration,dekoloRasj§,décoloration,NOM,f,s,0.46,0.2,5
décolorations,dekoloRasj§,décoloration,NOM,f,p,0.08,0.14,5
décolore,dekolOR,décolorer,VER,,,0.19,0.54,3
décolorent,dekolOR,décolorer,VER,,,0.01,0.14,3
décolorer,dekoloRe,décolorer,VER,,,0.1,0.34,4
décoloré,dekoloRe,décolorer,VER,m,s,0.07,0.47,4
décoloré,dekoloRe,décoloré,ADJ,m,s,0.07,0.95,4
décolorée,dekoloRe,décolorer,VER,f,s,0.04,0.41,4
décolorée,dekoloRe,décoloré,ADJ,f,s,0.19,1.15,4
décolorées,dekoloRe,décolorer,VER,f,p,0.0,0.14,4
décolorées,dekoloRe,décoloré,ADJ,f,p,0.01,0.54,4
décolorés,dekoloRe,décolorer,VER,m,p,0.01,0.41,4
décolorés,dekoloRe,décoloré,ADJ,m,p,0.03,0.74,4
décolère,dekolER,décolérer,VER,,,0.0,0.07,3
décoléraient,dekoleRE,décolérer,VER,,,0.0,0.07,4
décolérais,dekoleRE,décolérer,VER,,,0.0,0.07,4
décolérait,dekoleRE,décolérer,VER,,,0.0,0.41,4
décolérer,dekoleRe,décolérer,VER,,,0.0,0.07,4
décoléré,dekoleRe,décolérer,VER,m,s,0.01,0.14,4
décombre,dek§bR,décombrer,VER,,,0.0,0.27,2
décombres,dek§bR,décombre,NOM,m,p,1.09,6.55,2
décommanda,dekom@da,décommander,VER,,,0.0,0.27,4
décommandai,dekom@dE,décommander,VER,,,0.0,0.07,4
décommandais,dekom@dE,décommander,VER,,,0.0,0.07,4
décommandait,dekom@dE,décommander,VER,,,0.0,0.2,4
décommande,dekom@d,décommander,VER,,,0.57,0.27,3
décommander,dekom@de,décommander,VER,,,0.98,0.88,4
décommanderait,dekom@d°RE,décommander,VER,,,0.0,0.07,5
décommandes,dekom@d,décommander,VER,,,0.29,0.0,3
décommandez,dekom@de,décommander,VER,,,0.09,0.0,4
décommandé,dekom@de,décommander,VER,m,s,0.66,0.34,4
décommandée,dekom@de,décommander,VER,f,s,0.16,0.07,4
décommandées,dekom@de,décommander,VER,f,p,0.01,0.07,4
décommandés,dekom@de,décommander,VER,m,p,0.01,0.0,4
décompensation,dek§p@sasj§,décompensation,NOM,f,s,0.01,0.0,5
décompenser,dek§p@se,décompenser,VER,,,0.04,0.0,4
décompensé,dek§p@se,décompenser,VER,m,s,0.01,0.0,4
décompliquer,dek§plike,décompliquer,VER,,,0.02,0.0,4
décomposa,dek§poza,décomposer,VER,,,0.0,0.47,4
décomposable,dek§pozabl,décomposable,ADJ,,s,0.0,0.07,4
décomposaient,dek§pozE,décomposer,VER,,,0.01,0.27,4
décomposais,dek§pozE,décomposer,VER,,,0.0,0.2,4
décomposait,dek§pozE,décomposer,VER,,,0.14,0.95,4
décomposant,dek§poz@,décomposer,VER,,,0.09,0.47,4
décompose,dek§poz,décomposer,VER,,,0.69,1.22,3
décomposent,dek§poz,décomposer,VER,,,0.31,0.14,3
décomposer,dek§poze,décomposer,VER,,,0.81,1.42,4
décomposera,dek§poz°Ra,décomposer,VER,,,0.23,0.14,5
décomposeraient,dek§poz°RE,décomposer,VER,,,0.01,0.14,5
décomposerait,dek§poz°RE,décomposer,VER,,,0.0,0.07,5
décomposeur,dek§poz9R,décomposeur,NOM,m,s,0.01,0.0,4
décomposition,dek§pozisj§,décomposition,NOM,f,s,2.58,3.38,5
décompositions,dek§pozisj§,décomposition,NOM,f,p,0.01,0.07,5
décomposé,dek§poze,décomposer,VER,m,s,0.48,1.08,4
décomposé,dek§poze,décomposé,ADJ,m,s,0.13,1.49,4
décomposée,dek§poze,décomposer,VER,f,s,0.02,0.54,4
décomposée,dek§poze,décomposé,ADJ,f,s,0.04,0.47,4
décomposées,dek§poze,décomposer,VER,f,p,0.0,0.07,4
décomposées,dek§poze,décomposé,ADJ,f,p,0.01,0.68,4
